"lon","lat"
-78.414802,8.095994
-78.413042,8.097755
-78.410695,8.099221
-78.408935,8.100688
-78.406295,8.101275
-78.403361,8.100688
-78.401308,8.099515
-78.400721,8.096288
-78.401015,8.093061
-78.401015,8.089834
-78.401015,8.08602
-78.400721,8.083087
-78.400428,8.07986
-78.400134,8.076926
-78.400134,8.0737
-78.401015,8.070766
-78.402188,8.068126
-78.400428,8.066072
-78.398081,8.065192
-78.394561,8.065192
-78.39104,8.064899
-78.38752,8.064899
-78.384587,8.064606
-78.381653,8.064019
-78.3796,8.062552
-78.377253,8.061379
-78.374319,8.060499
-78.371386,8.060205
-78.368746,8.060792
-78.366399,8.062259
-78.364345,8.063726
-78.362292,8.064606
-78.360532,8.066366
-78.358185,8.067539
-78.355838,8.068419
-78.352904,8.069299
-78.349971,8.068419
-78.347917,8.067246
-78.345277,8.066072
-78.343224,8.064606
-78.340877,8.063726
-78.338823,8.062259
-78.336477,8.061085
-78.334423,8.059619
-78.332076,8.058738
-78.329436,8.057858
-78.326502,8.057858
-78.323569,8.058152
-78.320342,8.058445
-78.317409,8.059032
-78.314768,8.059619
-78.312421,8.060792
-78.310368,8.061965
-78.307434,8.063139
-78.305674,8.064312
-78.303327,8.065192
-78.300687,8.066072
-78.298634,8.067539
-78.29658,8.069006
-78.294527,8.070179
-78.292767,8.071939
-78.29042,8.073113
-78.289246,8.075166
-78.287193,8.07634
-78.28514,8.0781
-78.283966,8.080153
-78.281913,8.081913
-78.279859,8.08338
-78.278099,8.084847
-78.276339,8.086607
-78.274872,8.088661
-78.273112,8.090421
-78.271645,8.092181
-78.269885,8.093941
-78.268125,8.095408
-78.265778,8.096581
-78.264311,8.098341
-78.261671,8.099221
-78.259031,8.100395
-78.257271,8.101862
-78.256097,8.103915
-78.254924,8.106262
-78.253751,8.108609
-78.252871,8.110956
-78.25199,8.113596
-78.25111,8.116529
-78.250817,8.119463
-78.249937,8.122103
-78.248764,8.12445
-78.247884,8.12709
-78.247003,8.129437
-78.24495,8.131197
-78.24319,8.132077
-78.241136,8.133837
-78.23967,8.136184
-78.238496,8.138238
-78.237909,8.141171
-78.237029,8.143811
-78.236443,8.146745
-78.235856,8.149678
-78.235563,8.152905
-78.234976,8.155839
-78.234976,8.159066
-78.235563,8.161999
-78.236443,8.164639
-78.236736,8.167866
-78.237323,8.170507
-78.237616,8.173733
-78.237909,8.176374
-78.23879,8.179014
-78.239963,8.181067
-78.240843,8.183707
-78.242603,8.185761
-78.243777,8.187521
-78.246123,8.188988
-78.24847,8.189868
-78.25111,8.190748
-78.253751,8.191335
-78.256391,8.192508
-78.259031,8.193681
-78.260791,8.194855
-78.261671,8.197495
-78.262845,8.199842
-78.263431,8.202775
-78.264311,8.205122
-78.265485,8.207176
-78.267832,8.208643
-78.270178,8.209816
-78.272232,8.210989
-78.274579,8.212163
-78.276632,8.21363
-78.279272,8.214803
-78.281033,8.215976
-78.283379,8.217443
-78.28514,8.219203
-78.285726,8.22155
-78.2869,8.223897
-78.287193,8.226831
-78.288953,8.228884
-78.290127,8.230938
-78.291593,8.232698
-78.293353,8.234458
-78.295407,8.236218
-78.296874,8.237978
-78.298634,8.239738
-78.300394,8.241498
-78.301274,8.243552
-78.303034,8.245605
-78.302741,8.249125
-78.301274,8.251179
-78.299514,8.252646
-78.29834,8.252939
-78.29834,8.252646
-78.295407,8.252352
-78.292767,8.251179
-78.28954,8.250886
-78.2869,8.250006
-78.28514,8.248539
-78.283379,8.247072
-78.281326,8.245312
-78.279272,8.244138
-78.276632,8.242965
-78.274285,8.243258
-78.272525,8.245019
-78.270765,8.246779
-78.269298,8.248245
-78.267538,8.250299
-78.266071,8.252352
-78.264311,8.253819
-78.262551,8.255579
-78.260791,8.257339
-78.259031,8.259393
-78.259031,8.26262
-78.259031,8.265553
-78.260498,8.267607
-78.262258,8.269367
-78.264311,8.270834
-78.266365,8.2723
-78.268125,8.273767
-78.269885,8.275234
-78.271352,8.277581
-78.270472,8.280221
-78.267538,8.280514
-78.264311,8.280221
-78.260791,8.280221
-78.258151,8.281101
-78.256977,8.283448
-78.256391,8.286381
-78.254924,8.288728
-78.253751,8.290782
-78.251697,8.291955
-78.249057,8.291662
-78.24759,8.289902
-78.24583,8.288142
-78.244657,8.286088
-78.24319,8.284328
-78.24143,8.282275
-78.240256,8.280221
-78.23879,8.278168
-78.237616,8.276114
-78.236736,8.273474
-78.234976,8.272007
-78.233509,8.26966
-78.232042,8.268194
-78.229402,8.26702
-78.227055,8.265847
-78.224709,8.264673
-78.221482,8.26438
-78.218548,8.263793
-78.215321,8.264087
-78.212094,8.26438
-78.209747,8.265553
-78.207107,8.266433
-78.20476,8.267607
-78.202707,8.268487
-78.20124,8.270834
-78.200067,8.272887
-78.198013,8.274354
-78.19684,8.276701
-78.195666,8.278754
-78.194493,8.281101
-78.19332,8.283741
-78.19244,8.285795
-78.190973,8.288142
-78.188626,8.289608
-78.186279,8.290782
-78.184519,8.291955
-78.182465,8.293715
-78.180412,8.295182
-78.178945,8.296942
-78.177478,8.298996
-78.176892,8.301929
-78.176892,8.30545
-78.177772,8.308383
-78.178652,8.310437
-78.179825,8.313077
-78.180412,8.315424
-78.181585,8.31777
-78.182172,8.320411
-78.183052,8.323051
-78.183346,8.325984
-78.182465,8.328625
-78.180412,8.329798
-78.178359,8.330971
-78.178359,8.330971
-78.175132,8.331265
-78.172785,8.332438
-78.170731,8.333612
-78.170145,8.336252
-78.170145,8.339772
-78.170145,8.342999
-78.169558,8.345932
-78.168384,8.347986
-78.166918,8.350039
-78.165451,8.352093
-78.164278,8.354146
-78.162517,8.3562
-78.161051,8.35796
-78.159584,8.35972
-78.158117,8.362067
-78.156357,8.363534
-78.154597,8.365587
-78.153423,8.367641
-78.15225,8.369987
-78.151077,8.372334
-78.150783,8.375268
-78.15049,8.378788
-78.15049,8.382308
-78.150783,8.385242
-78.151077,8.388469
-78.151077,8.391989
-78.150196,8.394336
-78.149023,8.396683
-78.147263,8.398443
-78.145503,8.39991
-78.143743,8.40167
-78.141689,8.402843
-78.139049,8.404017
-78.136115,8.404017
-78.133475,8.403137
-78.131715,8.40167
-78.129955,8.399323
-78.128195,8.397856
-78.127315,8.395803
-78.126141,8.393456
-78.125261,8.390816
-78.124088,8.388469
-78.123208,8.386122
-78.122328,8.383482
-78.121741,8.380842
-78.120861,8.378201
-78.120568,8.374975
-78.120274,8.372041
-78.119981,8.368814
-78.119981,8.365587
-78.120568,8.36236
-78.121154,8.359427
-78.121448,8.3562
-78.121741,8.35268
-78.119981,8.351213
-78.117341,8.350333
-78.113821,8.350039
-78.110887,8.349453
-78.107953,8.348866
-78.1059,8.347693
-78.103847,8.346519
-78.1015,8.344759
-78.099446,8.343292
-78.097099,8.341825
-78.095633,8.340359
-78.093579,8.338892
-78.091526,8.337425
-78.089472,8.335958
-78.087419,8.334492
-78.085072,8.333318
-78.082138,8.332731
-78.079791,8.331851
-78.076565,8.330971
-78.073924,8.330678
-78.071578,8.329505
-78.068937,8.328625
-78.066297,8.327451
-78.06395,8.326278
-78.061897,8.325104
-78.059843,8.323637
-78.057497,8.322464
-78.055443,8.320997
-78.05339,8.319824
-78.051629,8.318064
-78.049869,8.316304
-78.048109,8.314837
-78.046642,8.312783
-78.044882,8.311023
-78.043709,8.30897
-78.042242,8.306623
-78.041362,8.304569
-78.039895,8.302223
-78.039309,8.299876
-78.037548,8.297529
-78.037255,8.294595
-78.036082,8.292249
-78.035202,8.289608
-78.034322,8.287262
-78.034028,8.284328
-78.033441,8.281688
-78.033148,8.278754
-78.032268,8.275821
-78.031975,8.272887
-78.031681,8.26966
-78.031388,8.266433
-78.031095,8.2635
-78.030801,8.260566
-78.029921,8.257633
-78.029041,8.255579
-78.027574,8.253232
-78.025814,8.251766
-78.024347,8.250006
-78.022294,8.248539
-78.019654,8.247365
-78.0176,8.246485
-78.01496,8.245312
-78.0132,8.243845
-78.011147,8.242378
-78.008213,8.241792
-78.005866,8.240618
-78.003226,8.239445
-78.001466,8.237978
-77.999119,8.236805
-77.997066,8.235631
-77.995012,8.234164
-77.992959,8.232404
-77.990905,8.231524
-77.987091,8.231231
-77.985038,8.232111
-77.982398,8.233284
-77.980051,8.234164
-77.977117,8.234751
-77.974477,8.235338
-77.970957,8.235338
-77.968317,8.234458
-77.96597,8.233578
-77.96333,8.232404
-77.961276,8.230938
-77.958929,8.229764
-77.956583,8.228884
-77.954822,8.227417
-77.952769,8.225657
-77.951009,8.223897
-77.950129,8.22155
-77.948369,8.220083
-77.946609,8.21803
-77.945142,8.215976
-77.943088,8.214803
-77.941035,8.213336
-77.938688,8.212163
-77.936048,8.211576
-77.933114,8.210696
-77.930767,8.209816
-77.928127,8.208936
-77.925194,8.208349
-77.921967,8.208056
-77.91874,8.208349
-77.9161,8.208936
-77.913753,8.210403
-77.911406,8.211283
-77.912286,8.21363
-77.914633,8.214803
-77.917273,8.215976
-77.919913,8.216563
-77.922553,8.217737
-77.9249,8.218617
-77.928127,8.219203
-77.930767,8.21979
-77.933408,8.220963
-77.935754,8.221844
-77.937808,8.22331
-77.939861,8.224777
-77.941035,8.226537
-77.942502,8.228884
-77.944262,8.230644
-77.946315,8.231818
-77.948369,8.233284
-77.950422,8.234751
-77.951889,8.236805
-77.954236,8.237978
-77.955996,8.239445
-77.957756,8.241205
-77.959809,8.242378
-77.961276,8.244432
-77.96245,8.246779
-77.96157,8.248832
-77.959223,8.249712
-77.955996,8.250006
-77.953062,8.250299
-77.950422,8.249419
-77.948075,8.248245
-77.945142,8.247659
-77.942502,8.246779
-77.939861,8.245899
-77.937221,8.245019
-77.934288,8.244725
-77.930767,8.244138
-77.928127,8.243845
-77.924607,8.243258
-77.92226,8.242672
-77.919327,8.242085
-77.91698,8.240912
-77.91434,8.239738
-77.912286,8.238565
-77.909646,8.237391
-77.907006,8.236805
-77.903779,8.236511
-77.901139,8.235925
-77.897912,8.235338
-77.895272,8.234458
-77.892631,8.233871
-77.889991,8.232991
-77.887644,8.231818
-77.885004,8.230938
-77.882951,8.229471
-77.880897,8.228004
-77.878844,8.226537
-77.87679,8.225364
-77.875323,8.22331
-77.873563,8.22155
-77.871803,8.220083
-77.870043,8.218323
-77.868576,8.215976
-77.86711,8.21451
-77.865056,8.213043
-77.863296,8.210989
-77.861536,8.209816
-77.859776,8.208056
-77.857722,8.206589
-77.855375,8.205416
-77.853322,8.204242
-77.850975,8.203069
-77.848628,8.201602
-77.846575,8.200135
-77.844815,8.198962
-77.842468,8.197202
-77.840708,8.195442
-77.839828,8.193681
-77.838654,8.191041
-77.837774,8.188694
-77.836894,8.185761
-77.836601,8.182827
-77.836307,8.1796
-77.836307,8.176374
-77.836601,8.172853
-77.836307,8.169626
-77.835427,8.167573
-77.834547,8.164933
